Czas,A: BVP1,B: BVP2,C: EMG1,D: EMG2,E: Skin Cond,F: Temp1,G: Abd Resp,H: Thor Resp,I: Temp2,SC-Pro/Flex - 1J,Draw-1,Lose-1,Win-1,Draw-2,Lose-2,Win-2
2.0,36.852,32.83,26.247,26.514,1.038,32.304,16.102,8.945,33.738,4.038,1,0,0,1,0,0
2.00390625,36.826,32.989000000000004,26.403000000000002,26.721,1.038,32.304,16.105,8.937999999999999,33.738,4.038,1,0,0,1,0,0
2.0078125,36.801,33.125,26.92,29.362,1.038,32.304,16.109,8.93,33.738,4.038,1,0,0,1,0,0
2.01171875,36.778,33.236999999999995,29.250999999999998,32.936,1.038,32.304,16.113,8.923,33.738,4.037,1,0,0,1,0,0
2.015625,36.755,33.324,30.649,32.832,1.038,32.304,16.118,8.915,33.738,4.037,1,0,0,1,0,0
2.01953125,36.733000000000004,33.385999999999996,33.187,31.175,1.038,32.304,16.122,8.907,33.738,4.037,1,0,0,1,0,0
2.0234375,36.711999999999996,33.423,39.764,33.091,1.038,32.304,16.127,8.899,33.738,4.037,1,0,0,1,0,0
2.02734375,36.693000000000005,33.437,40.852,34.282,1.038,32.304,16.132,8.891,33.738,4.0360000000000005,1,0,0,1,0,0
2.03125,36.675,33.431,36.45,31.070999999999998,1.038,32.304,16.136,8.883,33.738,4.0360000000000005,1,0,0,1,0,0
2.03515625,36.657,33.407,30.908,27.498,1.038,32.304,16.141,8.875,33.738,4.0360000000000005,1,0,0,1,0,0
2.0390625,36.641,33.368,28.474,24.596999999999998,1.038,32.304,16.146,8.867,33.738,4.0360000000000005,1,0,0,1,0,0
2.04296875,36.626,33.316,29.717,22.215,1.038,32.304,16.151,8.859,33.738,4.035,1,0,0,1,0,0
2.046875,36.611999999999995,33.256,32.669000000000004,19.833,1.038,32.304,16.156,8.85,33.738,4.035,1,0,0,1,0,0
2.05078125,36.6,33.189,33.446,18.952,1.038,32.304,16.160999999999998,8.842,33.738,4.035,1,0,0,1,0,0
2.0546875,36.589,33.118,30.753,22.111,1.038,32.304,16.166,8.833,33.738,4.035,1,0,0,1,0,0
2.05859375,36.582,33.045,26.971999999999998,24.183000000000003,1.038,32.304,16.171,8.824,33.736999999999995,4.034,1,0,0,1,0,0
2.0625,36.578,32.973,24.331,23.044,1.038,32.304,16.176,8.815,33.736999999999995,4.034,1,0,0,1,0,0
2.06640625,36.579,32.9,21.586,22.267,1.038,32.304,16.18,8.806000000000001,33.736999999999995,4.034,1,0,0,1,0,0
2.0703125,36.588,32.83,20.55,23.095,1.038,32.304,16.185,8.797,33.736999999999995,4.034,1,0,0,1,0,0
2.07421875,36.605,32.760999999999996,21.586,28.948,1.0390000000000001,32.304,16.189,8.787,33.736999999999995,4.033,1,0,0,1,0,0
2.078125,36.632,32.693000000000005,30.805,32.469,1.038,32.304,16.194000000000003,8.777999999999999,33.736999999999995,4.033,1,0,0,1,0,0
2.08203125,36.671,32.628,40.852,31.019000000000002,1.038,32.304,16.199,8.767999999999999,33.736999999999995,4.033,1,0,0,1,0,0
2.0859375,36.723,32.563,40.489000000000004,27.394000000000002,1.0390000000000001,32.304,16.203,8.758,33.736999999999995,4.033,1,0,0,1,0,0
2.08984375,36.788000000000004,32.499,35.931999999999995,24.546,1.0390000000000001,32.304,16.208,8.749,33.736999999999995,4.032,1,0,0,1,0,0
2.09375,36.868,32.435,30.494,25.996,1.0390000000000001,32.304,16.212,8.738999999999999,33.736999999999995,4.032,1,0,0,1,0,0
2.09765625,36.961999999999996,32.371,27.904,32.211,1.0390000000000001,32.304,16.217,8.729,33.736999999999995,4.032,1,0,0,1,0,0
2.1015625,37.069,32.306999999999995,26.195,33.402,1.0390000000000001,32.304,16.222,8.719,33.736999999999995,4.032,1,0,0,1,0,0
2.10546875,37.189,32.243,28.267,31.33,1.0390000000000001,32.304,16.226,8.709,33.736999999999995,4.031000000000001,1,0,0,1,0,0
2.109375,37.319,32.177,29.820999999999998,29.414,1.0390000000000001,32.304,16.230999999999998,8.699,33.736999999999995,4.031000000000001,1,0,0,1,0,0
2.11328125,37.46,32.111,29.924,27.549,1.0390000000000001,32.304,16.236,8.687999999999999,33.736999999999995,4.031000000000001,1,0,0,1,0,0
2.1171875,37.608000000000004,32.045,27.076,26.824,1.0390000000000001,32.304,16.24,8.677999999999999,33.736999999999995,4.031000000000001,1,0,0,1,0,0
2.12109375,37.763000000000005,31.976999999999997,25.16,26.099,1.0390000000000001,32.304,16.245,8.668,33.736999999999995,4.03,1,0,0,1,0,0
2.125,37.923,31.908,25.263,24.701,1.0390000000000001,32.304,16.249000000000002,8.658,33.736999999999995,4.03,1,0,0,1,0,0
2.12890625,38.085,31.839000000000002,27.49,26.773000000000003,1.0390000000000001,32.304,16.254,8.647,33.736999999999995,4.03,1,0,0,1,0,0
2.1328125,38.248000000000005,31.768,28.94,28.378,1.0390000000000001,32.304,16.258,8.637,33.736999999999995,4.03,1,0,0,1,0,0
2.13671875,38.41,31.695999999999998,33.498000000000005,27.964000000000002,1.0390000000000001,32.304,16.262999999999998,8.627,33.736999999999995,4.029,1,0,0,1,0,0
2.140625,38.57,31.623,37.641,26.358,1.0390000000000001,32.304,16.267,8.617,33.736999999999995,4.029,1,0,0,1,0,0
2.14453125,38.726,31.549,40.696999999999996,23.613000000000003,1.0390000000000001,32.304,16.271,8.607000000000001,33.736999999999995,4.029,1,0,0,1,0,0
2.1484375,38.876,31.474,40.955999999999996,20.506,1.0390000000000001,32.304,16.275,8.596,33.736999999999995,4.0280000000000005,1,0,0,1,0,0
2.15234375,39.019,31.399,37.693000000000005,18.331,1.0390000000000001,32.304,16.279,8.586,33.736999999999995,4.0280000000000005,1,0,0,1,0,0
2.15625,39.154,31.323,33.55,16.311,1.0390000000000001,32.304,16.284000000000002,8.576,33.736999999999995,4.0280000000000005,1,0,0,1,0,0
2.16015625,39.278,31.247,28.991999999999997,15.172,1.0390000000000001,32.304,16.288,8.566,33.736999999999995,4.0280000000000005,1,0,0,1,0,0
2.1640625,39.393,31.171999999999997,32.461999999999996,14.55,1.0390000000000001,32.304,16.292,8.556000000000001,33.736999999999995,4.027,1,0,0,1,0,0
2.16796875,39.496,31.099,39.816,14.343,1.0390000000000001,32.304,16.295,8.546,33.736999999999995,4.027,1,0,0,1,0,0
2.171875,39.588,31.029,42.354,14.705,1.0390000000000001,32.304,16.299,8.536,33.736999999999995,4.027,1,0,0,1,0,0
2.17578125,39.668,30.965999999999998,39.195,16.156,1.0390000000000001,32.304,16.303,8.526,33.736999999999995,4.027,1,0,0,1,0,0
2.1796875,39.736999999999995,30.913,36.553000000000004,17.14,1.0390000000000001,32.304,16.307000000000002,8.517000000000001,33.736999999999995,4.026,1,0,0,1,0,0
2.18359375,39.795,30.874000000000002,34.793,17.605999999999998,1.04,32.304,16.311,8.507,33.736999999999995,4.026,1,0,0,1,0,0
2.1875,39.842,30.853,31.892,17.916,1.04,32.304,16.314,8.497,33.736999999999995,4.026,1,0,0,1,0,0
2.19140625,39.878,30.857,30.39,17.502,1.04,32.304,16.317999999999998,8.488,33.736,4.026,1,0,0,1,0,0
2.1953125,39.905,30.891,30.39,16.052,1.04,32.304,16.320999999999998,8.478,33.736,4.025,1,0,0,1,0,0
2.19921875,39.924,30.961,30.649,14.55,1.04,32.305,16.324,8.469,33.736,4.025,1,0,0,1,0,0
2.203125,39.935,31.075,35.155,18.59,1.04,32.305,16.328,8.46,33.736,4.025,1,0,0,1,0,0
2.20703125,39.939,31.238000000000003,37.227,22.111,1.04,32.305,16.331,8.45,33.736,4.025,1,0,0,1,0,0
2.2109375,39.937,31.456,36.812,22.421999999999997,1.04,32.305,16.334,8.441,33.736,4.024,1,0,0,1,0,0
2.21484375,39.931,31.734,34.637,20.816999999999997,1.04,32.305,16.337,8.432,33.736,4.024,1,0,0,1,0,0
2.21875,39.921,32.076,31.633000000000003,22.991999999999997,1.04,32.305,16.339000000000002,8.423,33.736,4.024,1,0,0,1,0,0
2.22265625,39.908,32.481,30.494,32.003,1.04,32.305,16.342,8.414,33.736,4.024,1,0,0,1,0,0
2.2265625,39.891999999999996,32.951,31.166999999999998,36.561,1.04,32.305,16.345,8.406,33.736,4.023,1,0,0,1,0,0
2.23046875,39.874,33.482,29.873,37.286,1.04,32.305,16.347,8.397,33.736,4.023,1,0,0,1,0,0
2.234375,39.854,34.069,32.825,33.246,1.04,32.305,16.35,8.388,33.736,4.023,1,0,0,1,0,0
2.23828125,39.833,34.704,32.306999999999995,31.951999999999998,1.04,32.305,16.352,8.38,33.736,4.023,1,0,0,1,0,0
2.2421875,39.809,35.379,28.421999999999997,30.087,1.04,32.305,16.354,8.372,33.736,4.022,1,0,0,1,0,0
2.24609375,39.785,36.082,24.124000000000002,26.514,1.04,32.305,16.357,8.363999999999999,33.736,4.022,1,0,0,1,0,0
2.25,39.759,36.802,22.259,23.820999999999998,1.04,32.305,16.359,8.355,33.736,4.022,1,0,0,1,0,0
2.25390625,39.732,37.527,31.115,22.163,1.04,32.305,16.362000000000002,8.347000000000001,33.736,4.022,1,0,0,1,0,0
2.2578125,39.703,38.246,41.163000000000004,24.494,1.04,32.305,16.364,8.339,33.736,4.021,1,0,0,1,0,0
2.26171875,39.674,38.946,54.835,26.41,1.041,32.305,16.366,8.331,33.736,4.021,1,0,0,1,0,0
2.265625,39.644,39.619,68.56,26.721,1.041,32.305,16.368,8.323,33.736,4.021,1,0,0,1,0,0
2.26953125,39.611999999999995,40.253,63.795,26.255,1.041,32.305,16.37,8.315,33.736,4.021,1,0,0,1,0,0
2.2734375,39.58,40.842,52.246,25.478,1.041,32.305,16.373,8.307,33.736,4.021,1,0,0,1,0,0
2.27734375,39.547,41.379,42.406000000000006,23.872,1.041,32.305,16.375,8.299,33.736,4.02,1,0,0,1,0,0
