2014.06.16 11:31:13;0;START
2014.06.16 11:31:14;1;2;lines(17)
2014.06.16 11:31:16;3;1;lines(17)
2014.06.16 11:31:16;3;2;lines(17)
2014.06.16 11:31:19;6;2;lines(17)
2014.06.16 11:31:19;6;1;lines(18)
2014.06.16 11:31:21;8;2;lines(14)
2014.06.16 11:31:22;9;2;lines(17)
2014.06.16 11:31:23;10;1;lines(18)
2014.06.16 11:31:25;12;2;lines(16)
2014.06.16 11:31:26;13;1;lines(16)
2014.06.16 11:31:28;15;2;lines(15)
2014.06.16 11:31:28;15;1;lines(16)
2014.06.16 11:31:28;15;1;drop(1)
2014.06.16 11:31:31;18;2;lines(14)
2014.06.16 11:31:32;19;1;lines(17)
2014.06.16 11:31:33;20;2;lines(16)
2014.06.16 11:31:34;21;2;lines(14)
2014.06.16 11:31:34;21;2;drop(1)
2014.06.16 11:31:35;22;1;lines(16)
2014.06.16 11:31:37;24;2;lines(15)
2014.06.16 11:31:38;25;1;lines(16)
2014.06.16 11:31:39;26;2;lines(15)
2014.06.16 11:31:41;28;1;lines(16)
2014.06.16 11:31:42;29;2;lines(12)
2014.06.16 11:31:43;30;1;lines(15)
2014.06.16 11:31:43;30;1;drop(1)
2014.06.16 11:31:44;31;2;lines(12)
2014.06.16 11:31:46;33;2;lines(11)
2014.06.16 11:31:46;33;1;lines(15)
2014.06.16 11:31:48;35;2;lines(14)
2014.06.16 11:31:48;35;2;drop(1)
2014.06.16 11:31:49;36;1;lines(16)
2014.06.16 11:31:49;36;2;lines(14)
2014.06.16 11:31:51;38;2;lines(13)
2014.06.16 11:31:52;39;1;lines(14)
2014.06.16 11:31:53;40;2;lines(12)
2014.06.16 11:31:55;42;1;lines(14)
2014.06.16 11:31:55;42;2;lines(13)
2014.06.16 11:31:55;42;2;drop(1)
2014.06.16 11:31:57;44;2;lines(11)
2014.06.16 11:31:57;44;1;lines(13)
2014.06.16 11:32:00;47;2;lines(13)
2014.06.16 11:32:00;47;1;lines(13)
2014.06.16 11:32:02;49;2;lines(10)
2014.06.16 11:32:02;49;1;lines(13)
2014.06.16 11:32:02;49;1;drop(1)
2014.06.16 11:32:04;51;2;lines(10)
2014.06.16 11:32:04;51;1;lines(14)
2014.06.16 11:32:04;51;1;drop(1)
2014.06.16 11:32:06;53;2;lines(10)
2014.06.16 11:32:07;54;2;lines(13)
2014.06.16 11:32:07;54;2;drop(2)
2014.06.16 11:32:07;54;2;send(2)
2014.06.16 11:32:07;54;1;lines(11)
2014.06.16 11:32:09;56;2;lines(13)
2014.06.16 11:32:09;56;1;lines(10)
2014.06.16 11:32:11;58;2;lines(10)
2014.06.16 11:32:11;58;1;lines(11)
2014.06.16 11:32:13;60;2;lines(11)
2014.06.16 11:32:14;61;1;lines(12)
2014.06.16 11:32:14;61;1;drop(1)
2014.06.16 11:32:15;62;2;lines(9)
2014.06.16 11:32:16;63;1;lines(11)
2014.06.16 11:32:17;64;2;lines(11)
2014.06.16 11:32:18;65;2;lines(7)
2014.06.16 11:32:19;66;1;lines(10)
2014.06.16 11:32:20;67;2;lines(10)
2014.06.16 11:32:21;68;1;lines(11)
2014.06.16 11:32:21;68;1;drop(1)
2014.06.16 11:32:21;68;2;lines(8)
2014.06.16 11:32:23;70;2;lines(13)
2014.06.16 11:32:23;70;2;drop(3)
2014.06.16 11:32:23;70;2;send(3)
2014.06.16 11:32:23;70;1;lines(7)
2014.06.16 11:32:25;72;1;lines(8)
2014.06.16 11:32:25;72;2;lines(12)
2014.06.16 11:32:26;73;1;lines(5)
2014.06.16 11:32:27;74;2;lines(11)
2014.06.16 11:32:28;75;1;lines(6)
2014.06.16 11:32:29;76;2;lines(10)
2014.06.16 11:32:29;76;1;lines(4)
2014.06.16 11:32:30;77;1;lines(3)
2014.06.16 11:32:31;78;2;lines(10)
2014.06.16 11:32:31;78;1;lines(5)
2014.06.16 11:32:32;79;1;lines(4)
2014.06.16 11:32:32;79;2;lines(6)
2014.06.16 11:32:33;80;1;lines(1)
2014.06.16 11:32:33;80;1;lines(-1)
2014.06.16 11:32:34;81;1;lines(-1)
2014.06.16 11:32:34;81;1;lines(-3)
########
2014-06-16 11:31:13
2014-06-16 11:32:34
81
