2014.06.30 10:51:06;0;START
2014.06.30 10:51:08;2;1;lines(17) 
2014.06.30 10:51:10;4;2;lines(17) 
2014.06.30 10:51:10;4;1;lines(18) 
2014.06.30 10:51:12;6;1;lines(17) 
2014.06.30 10:51:13;7;1;lines(15) 
2014.06.30 10:51:14;8;2;lines(18) 
2014.06.30 10:51:15;9;1;lines(16) 
2014.06.30 10:51:16;10;2;lines(18) 
2014.06.30 10:51:16;10;2;drop(1) 
2014.06.30 10:51:17;11;1;lines(17) 
2014.06.30 10:51:17;11;1;drop(1) 
2014.06.30 10:51:18;12;2;lines(17) 
2014.06.30 10:51:19;13;1;lines(16) 
2014.06.30 10:51:21;15;1;lines(15) 
2014.06.30 10:51:21;15;2;lines(18) 
2014.06.30 10:51:23;17;2;lines(16) 
2014.06.30 10:51:23;17;2;drop(1) 
2014.06.30 10:51:23;17;1;lines(15) 
2014.06.30 10:51:25;19;1;lines(16) 
2014.06.30 10:51:25;19;1;drop(1) 
2014.06.30 10:51:25;19;2;lines(17) 
2014.06.30 10:51:27;21;1;lines(17) 
2014.06.30 10:51:27;21;1;drop(1) 
2014.06.30 10:51:28;22;2;lines(17) 
2014.06.30 10:51:29;23;1;lines(16) 
2014.06.30 10:51:29;23;1;drop(1) 
2014.06.30 10:51:30;24;2;lines(16) 
2014.06.30 10:51:31;25;1;lines(17) 
2014.06.30 10:51:34;28;2;lines(15) 
2014.06.30 10:51:34;28;1;lines(16) 
2014.06.30 10:51:36;30;1;lines(18) 
2014.06.30 10:51:36;30;1;drop(1) 
2014.06.30 10:51:37;31;2;lines(16) 
2014.06.30 10:51:38;32;1;lines(16) 
2014.06.30 10:51:40;34;1;lines(15) 
2014.06.30 10:51:40;34;2;lines(15) 
2014.06.30 10:51:43;37;1;lines(17) 
2014.06.30 10:51:43;37;2;lines(13) 
2014.06.30 10:51:45;39;2;lines(17) 
2014.06.30 10:51:45;39;2;drop(1) 
2014.06.30 10:51:45;39;1;lines(16) 
2014.06.30 10:51:47;41;1;lines(15) 
2014.06.30 10:51:48;42;2;lines(16) 
2014.06.30 10:51:50;44;1;lines(14) 
2014.06.30 10:51:51;45;2;lines(13) 
2014.06.30 10:51:52;46;1;lines(13) 
2014.06.30 10:51:53;47;2;lines(14) 
2014.06.30 10:51:55;49;1;lines(13) 
2014.06.30 10:51:56;50;2;lines(14) 
2014.06.30 10:51:56;50;1;lines(16) 
2014.06.30 10:51:56;50;1;drop(1) 
2014.06.30 10:51:59;53;1;lines(15) 
2014.06.30 10:51:59;53;1;drop(1) 
2014.06.30 10:51:59;53;2;lines(16) 
2014.06.30 10:51:59;53;2;drop(2) 
2014.06.30 10:51:59;53;2;send(2) 
2014.06.30 10:52:01;55;1;lines(12) 
2014.06.30 10:52:02;56;2;lines(16) 
2014.06.30 10:52:03;57;1;lines(13) 
2014.06.30 10:52:03;57;1;drop(1) 
2014.06.30 10:52:04;58;1;lines(13) 
2014.06.30 10:52:05;59;2;lines(14) 
2014.06.30 10:52:07;61;1;lines(13) 
2014.06.30 10:52:08;62;2;lines(13) 
2014.06.30 10:52:10;64;1;lines(11) 
2014.06.30 10:52:10;64;2;lines(15) 
2014.06.30 10:52:10;64;2;drop(1) 
2014.06.30 10:52:12;66;1;lines(12) 
2014.06.30 10:52:13;67;2;lines(14) 
2014.06.30 10:52:13;67;1;lines(10) 
2014.06.30 10:52:16;70;1;lines(10) 
2014.06.30 10:52:16;70;2;lines(13) 
2014.06.30 10:52:18;72;1;lines(11) 
2014.06.30 10:52:18;72;1;drop(1) 
2014.06.30 10:52:18;72;2;lines(14) 
2014.06.30 10:52:18;72;2;drop(1) 
2014.06.30 10:52:20;74;1;lines(11) 
2014.06.30 10:52:21;75;1;lines(9) 
2014.06.30 10:52:21;75;2;lines(15) 
2014.06.30 10:52:24;78;1;lines(11) 
2014.06.30 10:52:24;78;2;lines(14) 
2014.06.30 10:52:25;79;1;lines(10) 
2014.06.30 10:52:27;81;2;lines(14) 
2014.06.30 10:52:27;81;2;drop(1) 
2014.06.30 10:52:27;81;1;lines(8) 
2014.06.30 10:52:29;83;1;lines(9) 
2014.06.30 10:52:30;84;2;lines(14) 
2014.06.30 10:52:30;84;1;lines(5) 
2014.06.30 10:52:32;86;1;lines(8) 
2014.06.30 10:52:32;86;2;lines(14) 
2014.06.30 10:52:34;88;2;lines(13) 
2014.06.30 10:52:34;88;2;drop(1) 
2014.06.30 10:52:34;88;1;lines(7) 
2014.06.30 10:52:35;89;1;lines(6) 
2014.06.30 10:52:37;91;2;lines(14) 
2014.06.30 10:52:37;91;2;drop(1) 
2014.06.30 10:52:37;91;2;level(3) 
2014.06.30 10:52:37;91;1;lines(5) 
2014.06.30 10:52:38;92;1;lines(2) 
2014.06.30 10:52:39;93;2;lines(14) 
2014.06.30 10:52:39;93;1;lines(5) 
2014.06.30 10:52:40;94;1;lines(3) 
2014.06.30 10:52:41;95;1;lines(1) 
2014.06.30 10:52:41;95;2;lines(13) 
2014.06.30 10:52:42;96;1;lines(1) 
2014.06.30 10:52:42;96;1;lines(-1) 
2014.06.30 10:52:42;96;1;lines(-2) 
########
2014-06-30 10:51:06
2014-06-30 10:52:42
96
