2014.06.16 11:47:46;0;START
2014.06.16 11:47:49;3;1;lines(17)
2014.06.16 11:47:49;3;2;lines(17)
2014.06.16 11:47:52;6;1;lines(17)
2014.06.16 11:47:53;7;2;lines(18)
2014.06.16 11:47:55;9;1;lines(17)
2014.06.16 11:47:56;10;2;lines(17)
2014.06.16 11:47:57;11;1;lines(18)
2014.06.16 11:47:59;13;2;lines(17)
2014.06.16 11:47:59;13;1;lines(16)
2014.06.16 11:48:02;16;2;lines(16)
2014.06.16 11:48:02;16;1;lines(16)
2014.06.16 11:48:05;19;1;lines(16)
2014.06.16 11:48:05;19;1;drop(1)
2014.06.16 11:48:05;19;2;lines(13)
2014.06.16 11:48:06;20;1;lines(15)
2014.06.16 11:48:08;22;2;lines(15)
2014.06.16 11:48:10;24;1;lines(15)
2014.06.16 11:48:11;25;2;lines(15)
2014.06.16 11:48:12;26;1;lines(13)
2014.06.16 11:48:13;27;2;lines(12)
2014.06.16 11:48:14;28;1;lines(16)
2014.06.16 11:48:14;28;1;drop(1)
2014.06.16 11:48:16;30;2;lines(14)
2014.06.16 11:48:17;31;1;lines(14)
2014.06.16 11:48:19;33;1;lines(17)
2014.06.16 11:48:19;33;1;drop(1)
2014.06.16 11:48:19;33;2;lines(14)
2014.06.16 11:48:21;35;2;lines(13)
2014.06.16 11:48:22;36;1;lines(16)
2014.06.16 11:48:22;36;1;drop(1)
2014.06.16 11:48:24;38;2;lines(12)
2014.06.16 11:48:25;39;1;lines(18)
2014.06.16 11:48:25;39;1;drop(1)
2014.06.16 11:48:25;39;2;lines(12)
2014.06.16 11:48:25;39;2;drop(1)
2014.06.16 11:48:28;42;2;lines(12)
2014.06.16 11:48:29;43;1;lines(18)
2014.06.16 11:48:30;44;2;lines(9)
2014.06.16 11:48:32;46;1;lines(14)
2014.06.16 11:48:32;46;2;lines(10)
2014.06.16 11:48:34;48;2;lines(9)
2014.06.16 11:48:34;48;1;lines(17)
2014.06.16 11:48:34;48;1;drop(1)
2014.06.16 11:48:36;50;2;lines(8)
2014.06.16 11:48:37;51;1;lines(17)
2014.06.16 11:48:38;52;2;lines(9)
2014.06.16 11:48:39;53;2;lines(7)
2014.06.16 11:48:40;54;1;lines(16)
2014.06.16 11:48:40;54;1;drop(1)
2014.06.16 11:48:41;55;2;lines(7)
2014.06.16 11:48:43;57;1;lines(16)
2014.06.16 11:48:43;57;2;lines(8)
2014.06.16 11:48:44;58;2;lines(4)
2014.06.16 11:48:45;59;2;lines(6)
2014.06.16 11:48:46;60;1;lines(17)
2014.06.16 11:48:47;61;2;lines(6)
2014.06.16 11:48:48;62;2;lines(4)
2014.06.16 11:48:49;63;2;lines(5)
2014.06.16 11:48:49;63;2;drop(1)
2014.06.16 11:48:50;64;1;lines(17)
2014.06.16 11:48:51;65;2;lines(5)
2014.06.16 11:48:52;66;2;lines(3)
2014.06.16 11:48:52;66;2;lines(1)
2014.06.16 11:48:53;67;1;lines(15)
2014.06.16 11:48:53;67;2;lines(3)
2014.06.16 11:48:54;68;2;lines(3)
2014.06.16 11:48:55;69;1;lines(15)
2014.06.16 11:48:55;69;2;lines(2)
2014.06.16 11:48:56;70;2;lines(0)
2014.06.16 11:48:56;70;2;lines(-1)
2014.06.16 11:48:56;70;2;lines(-3)
########
2014-06-16 11:47:46
2014-06-16 11:48:56
70
