2014.06.13 12:54:19;0;START
2014.06.13 12:54:21;2;2;lines(18) 
2014.06.13 12:54:22;3;1;lines(18) 
2014.06.13 12:54:23;4;2;lines(18) 
2014.06.13 12:54:25;6;1;lines(18) 
2014.06.13 12:54:25;6;2;lines(18) 
2014.06.13 12:54:27;8;2;lines(16) 
2014.06.13 12:54:28;9;1;lines(18) 
2014.06.13 12:54:28;9;2;lines(17) 
2014.06.13 12:54:28;9;2;drop(1) 
2014.06.13 12:54:30;11;1;lines(16) 
2014.06.13 12:54:31;12;2;lines(17) 
2014.06.13 12:54:33;14;2;lines(16) 
2014.06.13 12:54:33;14;1;lines(16) 
2014.06.13 12:54:34;15;2;lines(17) 
2014.06.13 12:54:34;15;2;drop(1) 
2014.06.13 12:54:35;16;1;lines(15) 
2014.06.13 12:54:37;18;1;lines(16) 
2014.06.13 12:54:37;18;1;drop(1) 
2014.06.13 12:54:38;19;2;lines(17) 
2014.06.13 12:54:39;20;1;lines(17) 
2014.06.13 12:54:39;20;2;lines(17) 
2014.06.13 12:54:39;20;2;drop(1) 
2014.06.13 12:54:41;22;1;lines(16) 
2014.06.13 12:54:41;22;1;drop(1) 
2014.06.13 12:54:42;23;2;lines(15) 
2014.06.13 12:54:43;24;2;lines(17) 
2014.06.13 12:54:43;24;1;lines(16) 
2014.06.13 12:54:46;27;2;lines(15) 
2014.06.13 12:54:47;28;1;lines(15) 
2014.06.13 12:54:48;29;2;lines(16) 
2014.06.13 12:54:50;31;1;lines(16) 
2014.06.13 12:54:50;31;1;drop(1) 
2014.06.13 12:54:50;31;2;lines(15) 
2014.06.13 12:54:51;32;2;lines(17) 
2014.06.13 12:54:51;32;2;drop(2) 
2014.06.13 12:54:51;32;2;send(2) 
2014.06.13 12:54:52;33;1;lines(12) 
2014.06.13 12:54:53;34;2;lines(16) 
2014.06.13 12:54:54;35;1;lines(15) 
2014.06.13 12:54:54;35;1;drop(1) 
2014.06.13 12:54:55;36;2;lines(18) 
2014.06.13 12:54:55;36;2;drop(1) 
2014.06.13 12:54:55;36;1;lines(15) 
2014.06.13 12:54:55;36;1;drop(1) 
2014.06.13 12:54:57;38;1;lines(15) 
2014.06.13 12:54:58;39;2;lines(16) 
2014.06.13 12:54:58;39;1;lines(14) 
2014.06.13 12:55:00;41;2;lines(16) 
2014.06.13 12:55:01;42;1;lines(14) 
2014.06.13 12:55:02;43;2;lines(14) 
2014.06.13 12:55:03;44;2;lines(17) 
2014.06.13 12:55:03;44;2;drop(1) 
2014.06.13 12:55:04;45;1;lines(14) 
2014.06.13 12:55:05;46;2;lines(16) 
2014.06.13 12:55:05;46;2;drop(1) 
2014.06.13 12:55:07;48;1;lines(12) 
2014.06.13 12:55:08;49;2;lines(17) 
2014.06.13 12:55:09;50;1;lines(11) 
2014.06.13 12:55:10;51;2;lines(17) 
2014.06.13 12:55:11;52;1;lines(12) 
2014.06.13 12:55:12;53;2;lines(15) 
2014.06.13 12:55:13;54;1;lines(9) 
2014.06.13 12:55:13;54;2;lines(15) 
2014.06.13 12:55:13;54;2;drop(1) 
2014.06.13 12:55:15;56;1;lines(9) 
2014.06.13 12:55:15;56;2;lines(16) 
2014.06.13 12:55:15;56;2;drop(2) 
2014.06.13 12:55:15;56;2;level(3) 
2014.06.13 12:55:15;56;2;send(2) 
2014.06.13 12:55:16;57;1;lines(7) 
2014.06.13 12:55:16;57;2;lines(17) 
2014.06.13 12:55:18;59;1;lines(13) 
2014.06.13 12:55:18;59;1;drop(1) 
2014.06.13 12:55:19;60;2;lines(18) 
2014.06.13 12:55:19;60;1;lines(6) 
2014.06.13 12:55:20;61;2;lines(16) 
2014.06.13 12:55:20;61;2;drop(1) 
2014.06.13 12:55:21;62;1;lines(6) 
2014.06.13 12:55:22;63;2;lines(17) 
2014.06.13 12:55:23;64;1;lines(12) 
2014.06.13 12:55:23;64;1;drop(1) 
2014.06.13 12:55:24;65;2;lines(16) 
2014.06.13 12:55:25;66;1;lines(7) 
2014.06.13 12:55:27;68;1;lines(8) 
2014.06.13 12:55:27;68;2;lines(17) 
2014.06.13 12:55:28;69;1;lines(6) 
2014.06.13 12:55:29;70;2;lines(16) 
2014.06.13 12:55:30;71;1;lines(6) 
2014.06.13 12:55:31;72;1;lines(5) 
2014.06.13 12:55:31;72;2;lines(15) 
2014.06.13 12:55:32;73;1;lines(5) 
2014.06.13 12:55:33;74;1;lines(3) 
2014.06.13 12:55:34;75;2;lines(16) 
2014.06.13 12:55:35;76;1;lines(4) 
2014.06.13 12:55:36;77;1;lines(4) 
2014.06.13 12:55:36;77;2;lines(14) 
2014.06.13 12:55:37;78;1;lines(2) 
2014.06.13 12:55:37;78;1;lines(2) 
2014.06.13 12:55:38;79;1;lines(1) 
2014.06.13 12:55:38;79;2;lines(13) 
2014.06.13 12:55:39;80;1;lines(0) 
2014.06.13 12:55:39;80;1;lines(-2) 
2014.06.13 12:55:39;80;1;lines(-3) 
########
2014-06-13 12:54:19
2014-06-13 12:55:39
80
