2014.06.13 12:25:21;0;START
2014.06.13 12:25:25;4;1;lines(17) 
2014.06.13 12:25:25;4;2;lines(17) 
2014.06.13 12:25:28;7;1;lines(18) 
2014.06.13 12:25:28;7;2;lines(18) 
2014.06.13 12:25:31;10;2;lines(17) 
2014.06.13 12:25:32;11;1;lines(16) 
2014.06.13 12:25:33;12;2;lines(15) 
2014.06.13 12:25:35;14;1;lines(16) 
2014.06.13 12:25:35;14;2;lines(16) 
2014.06.13 12:25:37;16;2;lines(17) 
2014.06.13 12:25:38;17;1;lines(16) 
2014.06.13 12:25:39;18;2;lines(16) 
2014.06.13 12:25:41;20;2;lines(14) 
2014.06.13 12:25:42;21;1;lines(17) 
2014.06.13 12:25:43;22;2;lines(16) 
2014.06.13 12:25:43;22;2;drop(1) 
2014.06.13 12:25:45;24;1;lines(15) 
2014.06.13 12:25:46;25;2;lines(14) 
2014.06.13 12:25:48;27;1;lines(15) 
2014.06.13 12:25:48;27;2;lines(15) 
2014.06.13 12:25:50;29;2;lines(15) 
2014.06.13 12:25:51;30;1;lines(14) 
2014.06.13 12:25:53;32;2;lines(13) 
2014.06.13 12:25:53;32;1;lines(13) 
2014.06.13 12:25:54;33;2;lines(14) 
2014.06.13 12:25:54;33;2;drop(1) 
2014.06.13 12:25:56;35;1;lines(14) 
2014.06.13 12:25:56;35;1;drop(2) 
2014.06.13 12:25:56;35;1;send(2) 
2014.06.13 12:25:57;36;2;lines(14) 
2014.06.13 12:25:57;36;2;drop(2) 
2014.06.13 12:25:57;36;2;send(2) 
2014.06.13 12:25:59;38;2;lines(13) 
2014.06.13 12:25:59;38;1;lines(13) 
2014.06.13 12:25:59;38;1;drop(1) 
2014.06.13 12:26:00;39;2;lines(13) 
2014.06.13 12:26:02;41;2;lines(11) 
2014.06.13 12:26:02;41;1;lines(15) 
2014.06.13 12:26:03;42;2;lines(13) 
2014.06.13 12:26:03;42;2;drop(1) 
2014.06.13 12:26:05;44;2;lines(12) 
2014.06.13 12:26:05;44;1;lines(13) 
2014.06.13 12:26:07;46;2;lines(13) 
2014.06.13 12:26:08;47;1;lines(12) 
2014.06.13 12:26:09;48;2;lines(12) 
2014.06.13 12:26:10;49;1;lines(11) 
2014.06.13 12:26:11;50;2;lines(10) 
2014.06.13 12:26:13;52;1;lines(12) 
2014.06.13 12:26:13;52;2;lines(11) 
2014.06.13 12:26:15;54;1;lines(12) 
2014.06.13 12:26:16;55;2;lines(11) 
2014.06.13 12:26:17;56;1;lines(9) 
2014.06.13 12:26:17;56;2;lines(13) 
2014.06.13 12:26:17;56;2;drop(2) 
2014.06.13 12:26:17;56;2;send(2) 
2014.06.13 12:26:19;58;1;lines(10) 
2014.06.13 12:26:20;59;2;lines(12) 
2014.06.13 12:26:21;60;1;lines(7) 
2014.06.13 12:26:21;60;2;lines(11) 
2014.06.13 12:26:23;62;1;lines(8) 
2014.06.13 12:26:23;62;2;lines(10) 
2014.06.13 12:26:25;64;1;lines(6) 
2014.06.13 12:26:25;64;2;lines(9) 
2014.06.13 12:26:26;65;1;lines(6) 
2014.06.13 12:26:27;66;2;lines(10) 
2014.06.13 12:26:28;67;1;lines(6) 
2014.06.13 12:26:28;67;2;lines(10) 
2014.06.13 12:26:29;68;1;lines(6) 
2014.06.13 12:26:30;69;2;lines(10) 
2014.06.13 12:26:30;69;2;drop(2) 
2014.06.13 12:26:30;69;2;send(2) 
2014.06.13 12:26:30;69;1;lines(3) 
2014.06.13 12:26:31;70;1;lines(1) 
2014.06.13 12:26:32;71;1;lines(1) 
2014.06.13 12:26:32;71;2;lines(10) 
2014.06.13 12:26:32;71;1;lines(1) 
2014.06.13 12:26:33;72;1;lines(0) 
2014.06.13 12:26:33;72;1;lines(0) 
2014.06.13 12:26:34;73;1;lines(-2) 
2014.06.13 12:26:34;73;1;lines(-3) 
########
2014-06-13 12:25:21
2014-06-13 12:26:34
73
