2014.06.16 11:38:42;0;START
2014.06.16 11:38:43;1;2;lines(17)
2014.06.16 11:38:44;2;1;lines(17)
2014.06.16 11:38:47;5;2;lines(16)
2014.06.16 11:38:48;6;1;lines(17)
2014.06.16 11:38:49;7;2;lines(18)
2014.06.16 11:38:51;9;2;lines(17)
2014.06.16 11:38:51;9;1;lines(17)
2014.06.16 11:38:53;11;2;lines(17)
2014.06.16 11:38:54;12;1;lines(15)
2014.06.16 11:38:55;13;2;lines(15)
2014.06.16 11:38:55;13;2;drop(1)
2014.06.16 11:38:56;14;1;lines(18)
2014.06.16 11:38:58;16;2;lines(16)
2014.06.16 11:38:59;17;1;lines(15)
2014.06.16 11:39:01;19;2;lines(15)
2014.06.16 11:39:03;21;1;lines(16)
2014.06.16 11:39:03;21;2;lines(15)
2014.06.16 11:39:05;23;1;lines(14)
2014.06.16 11:39:06;24;2;lines(16)
2014.06.16 11:39:07;25;1;lines(15)
2014.06.16 11:39:08;26;2;lines(14)
2014.06.16 11:39:09;27;1;lines(14)
2014.06.16 11:39:10;28;1;lines(14)
2014.06.16 11:39:10;28;2;lines(14)
2014.06.16 11:39:12;30;2;lines(12)
2014.06.16 11:39:12;30;1;lines(13)
2014.06.16 11:39:14;32;2;lines(13)
2014.06.16 11:39:14;32;1;lines(12)
2014.06.16 11:39:17;35;2;lines(10)
2014.06.16 11:39:17;35;1;lines(13)
2014.06.16 11:39:17;35;1;drop(1)
2014.06.16 11:39:18;36;2;lines(10)
2014.06.16 11:39:20;38;1;lines(12)
2014.06.16 11:39:20;38;2;lines(8)
2014.06.16 11:39:22;40;2;lines(9)
2014.06.16 11:39:22;40;1;lines(12)
2014.06.16 11:39:25;43;1;lines(11)
2014.06.16 11:39:25;43;2;lines(14)
2014.06.16 11:39:26;44;2;lines(16)
2014.06.16 11:39:26;44;2;drop(2)
2014.06.16 11:39:26;44;2;send(2)
2014.06.16 11:39:27;45;1;lines(10)
2014.06.16 11:39:29;47;2;lines(13)
2014.06.16 11:39:29;47;1;lines(8)
2014.06.16 11:39:30;48;2;lines(12)
2014.06.16 11:39:30;48;1;lines(7)
2014.06.16 11:39:32;50;2;lines(10)
2014.06.16 11:39:32;50;1;lines(8)
2014.06.16 11:39:33;51;2;lines(9)
2014.06.16 11:39:34;52;2;lines(16)
2014.06.16 11:39:34;52;2;drop(1)
2014.06.16 11:39:34;52;1;lines(8)
2014.06.16 11:39:36;54;1;lines(5)
2014.06.16 11:39:36;54;2;lines(10)
2014.06.16 11:39:37;55;1;lines(7)
2014.06.16 11:39:37;55;2;lines(15)
2014.06.16 11:39:38;56;2;lines(13)
2014.06.16 11:39:38;56;2;drop(1)
2014.06.16 11:39:39;57;1;lines(5)
2014.06.16 11:39:40;58;1;lines(7)
2014.06.16 11:39:40;58;1;drop(1)
2014.06.16 11:39:40;58;2;lines(9)
2014.06.16 11:39:41;59;1;lines(6)
2014.06.16 11:39:42;60;2;lines(11)
2014.06.16 11:39:42;60;1;lines(3)
2014.06.16 11:39:43;61;1;lines(0)
2014.06.16 11:39:43;61;2;lines(9)
2014.06.16 11:39:45;63;1;lines(7)
2014.06.16 11:39:45;63;2;lines(9)
2014.06.16 11:39:46;64;1;lines(4)
2014.06.16 11:39:47;65;2;lines(9)
2014.06.16 11:39:47;65;1;lines(3)
2014.06.16 11:39:48;66;1;lines(4)
2014.06.16 11:39:48;66;2;lines(8)
2014.06.16 11:39:49;67;1;lines(1)
2014.06.16 11:39:49;67;1;lines(-1)
########
2014-06-16 11:38:42
2014-06-16 11:39:49
67
