2014.07.01 12:48:51;0;START
2014.07.01 12:48:53;2;1;lines(17)
2014.07.01 12:48:53;2;2;lines(17)
2014.07.01 12:48:56;5;2;lines(17)
2014.07.01 12:48:57;6;1;lines(18)
2014.07.01 12:48:57;6;2;lines(17)
2014.07.01 12:48:58;7;1;lines(17)
2014.07.01 12:49:00;9;2;lines(16)
2014.07.01 12:49:01;10;1;lines(16)
2014.07.01 12:49:01;10;1;drop(1)
2014.07.01 12:49:01;10;2;lines(17)
2014.07.01 12:49:03;12;1;lines(18)
2014.07.01 12:49:04;13;2;lines(16)
2014.07.01 12:49:05;14;1;lines(18)
2014.07.01 12:49:05;14;1;drop(1)
2014.07.01 12:49:07;16;2;lines(16)
2014.07.01 12:49:07;16;2;drop(1)
2014.07.01 12:49:08;17;2;lines(16)
2014.07.01 12:49:08;17;1;lines(18)
2014.07.01 12:49:10;19;1;lines(17)
2014.07.01 12:49:11;20;2;lines(16)
2014.07.01 12:49:13;22;2;lines(16)
2014.07.01 12:49:13;22;1;lines(17)
2014.07.01 12:49:15;24;2;lines(15)
2014.07.01 12:49:16;25;2;lines(15)
2014.07.01 12:49:16;25;2;drop(2)
2014.07.01 12:49:16;25;2;send(2)
2014.07.01 12:49:16;25;1;lines(15)
2014.07.01 12:49:16;25;1;drop(1)
2014.07.01 12:49:19;28;1;lines(15)
2014.07.01 12:49:19;28;2;lines(16)
2014.07.01 12:49:20;29;1;lines(14)
2014.07.01 12:49:20;29;1;drop(1)
2014.07.01 12:49:20;29;2;lines(14)
2014.07.01 12:49:22;31;1;lines(15)
2014.07.01 12:49:22;31;2;lines(17)
2014.07.01 12:49:22;31;2;drop(2)
2014.07.01 12:49:22;31;2;send(2)
2014.07.01 12:49:24;33;2;lines(17)
2014.07.01 12:49:24;33;1;lines(12)
2014.07.01 12:49:26;35;2;lines(16)
2014.07.01 12:49:27;36;1;lines(12)
2014.07.01 12:49:29;38;2;lines(17)
2014.07.01 12:49:29;38;1;lines(13)
2014.07.01 12:49:31;40;1;lines(10)
2014.07.01 12:49:31;40;2;lines(16)
2014.07.01 12:49:33;42;1;lines(8)
2014.07.01 12:49:33;42;2;lines(14)
2014.07.01 12:49:35;44;1;lines(11)
2014.07.01 12:49:35;44;2;lines(14)
2014.07.01 12:49:37;46;1;lines(10)
2014.07.01 12:49:37;46;2;lines(16)
2014.07.01 12:49:37;46;2;drop(2)
2014.07.01 12:49:37;46;2;send(2)
2014.07.01 12:49:39;48;1;lines(8)
2014.07.01 12:49:39;48;1;drop(1)
2014.07.01 12:49:39;48;2;lines(16)
2014.07.01 12:49:39;48;2;drop(1)
2014.07.01 12:49:40;49;1;lines(7)
2014.07.01 12:49:41;50;1;lines(8)
2014.07.01 12:49:42;51;2;lines(15)
2014.07.01 12:49:42;51;1;lines(6)
2014.07.01 12:49:44;53;1;lines(6)
2014.07.01 12:49:44;53;1;drop(1)
2014.07.01 12:49:44;53;2;lines(16)
2014.07.01 12:49:46;55;2;lines(16)
2014.07.01 12:49:46;55;2;drop(1)
2014.07.01 12:49:46;55;1;lines(8)
2014.07.01 12:49:47;56;2;lines(16)
2014.07.01 12:49:48;57;1;lines(6)
2014.07.01 12:49:49;58;1;lines(6)
2014.07.01 12:49:50;59;2;lines(15)
2014.07.01 12:49:50;59;1;lines(5)
2014.07.01 12:49:51;60;1;lines(4)
2014.07.01 12:49:52;61;1;lines(3)
2014.07.01 12:49:52;61;2;lines(16)
2014.07.01 12:49:53;62;1;lines(1)
2014.07.01 12:49:53;62;1;lines(-2)
2014.07.01 12:49:53;62;1;lines(-3)
########
2014-07-01 12:48:51
2014-07-01 12:49:53
62
