Czas,A: BVP1,B: BVP2,C: EMG1,D: EMG2,E: Skin Cond,F: Temp1,G: Abd Resp,H: Thor Resp,I: Temp2,SC-Pro/Flex - 1J,p1_result
2.0,0.3145416980396411,2.396436636213253,-0.5332498916492269,-0.30796810001294084,-0.4903432284710575,-0.5014244535261707,2.115932913484208,1.854978791100915,0.728882236847004,-0.41475990230297743,0
2.00390625,0.3117979650502044,2.4597674725758862,-0.5446425493432421,-0.29471426097328973,-0.4903432284710575,-0.5014244535261707,2.115344435607587,1.8551432791502123,0.728882236847004,-0.41411879192834106,0
2.0078125,0.3086622702051319,2.516933360266053,-0.548367072050901,-0.29471426097328973,-0.4903432284710575,-0.5014244535261707,2.114755957730965,1.8553077671995102,0.728882236847004,-0.41347768155370435,0
2.01171875,0.30552657536005934,2.5673738494044316,-0.5672818050172467,-0.30470266140896884,-0.4903432284710575,-0.5014244535261707,2.1141674798543435,1.8553077671995102,0.728882236847004,-0.4121954608044316,0
2.015625,0.3019989186593538,2.6127702896289757,-0.5861965379835924,-0.3179565004486199,-0.4903432284710575,-0.5014244535261707,2.113726121446877,1.855472255248806,0.728882236847004,-0.4115543504297952,0
2.01953125,0.2988632238142841,2.6531226809396817,-0.620228451351612,-0.33786927311205683,-0.4903432284710575,-0.5014244535261707,2.1131376435702562,1.8556367432981027,0.728882236847004,-0.4109132400551585,0
2.0234375,0.29611949082484457,2.6889914732158635,-0.650535842011973,-0.36437695119135904,-0.4903432284710575,-0.5014244535261707,2.112549165693634,1.8556367432981027,0.728882236847004,-0.4102721296805221,0
2.02734375,0.29337575783540787,2.719816216578207,-0.6656530224136469,-0.367706418003252,-0.4898756470195417,-0.5014244535261707,2.111960687817013,1.8558012313474,0.728882236847004,-0.40963101930588575,0
2.03125,0.2914159485572372,2.7472782606646584,-0.6580579172843034,-0.3544525789636011,-0.4898756470195417,-0.5014244535261707,2.1113722099403915,1.8558012313474,0.728882236847004,-0.4089899089312491,0
2.03515625,0.28984810113470233,2.7708171555959,-0.6051112709499381,-0.31462703363672695,-0.4898756470195417,-0.5014244535261707,2.1107837320637692,1.8559657193966972,0.728882236847004,-0.40834879855661266,0
2.0390625,0.2886722155678005,2.790993351251261,-0.5332498916492269,-0.30470266140896884,-0.4898756470195417,-0.5014244535261707,2.1103423736563034,1.8559657193966972,0.728882236847004,-0.4077076881819763,0
2.04296875,0.2878882918565345,2.8089277473893457,-0.4954204257165355,-0.3179565004486199,-0.4898756470195417,-0.5014244535261707,2.109753895779682,1.8561302074459938,0.728882236847004,-0.4070665778073396,0
2.046875,0.28749633000089864,2.823499444251542,-0.4803032453148615,-0.33786927311205683,-0.4898756470195417,-0.5014244535261707,2.109165417903061,1.8561302074459938,0.728882236847004,-0.4064254674327035,0
2.05078125,0.28749633000089864,2.836389791475797,-0.4803032453148615,-0.357718017567573,-0.4898756470195417,-0.5014244535261707,2.1085769400264387,1.856294695495291,0.728882236847004,-0.4057843570580668,0
2.0546875,0.2878882918565345,2.8470383391827876,-0.48410079787953325,-0.3809602570429031,-0.4898756470195417,-0.5014244535261707,2.1081355816189733,1.856294695495291,0.728882236847004,-0.40514324668343044,0
