2014.06.30 10:39:07;0;START
2014.06.30 10:39:09;2;2;lines(17) 
2014.06.30 10:39:10;3;1;lines(17) 
2014.06.30 10:39:13;6;2;lines(17) 
2014.06.30 10:39:14;7;1;lines(16) 
2014.06.30 10:39:16;9;2;lines(16) 
2014.06.30 10:39:17;10;1;lines(18) 
2014.06.30 10:39:18;11;2;lines(17) 
2014.06.30 10:39:21;14;1;lines(17) 
2014.06.30 10:39:21;14;2;lines(17) 
2014.06.30 10:39:24;17;2;lines(16) 
2014.06.30 10:39:24;17;1;lines(17) 
2014.06.30 10:39:26;19;2;lines(15) 
2014.06.30 10:39:26;19;2;drop(1) 
2014.06.30 10:39:27;20;1;lines(15) 
2014.06.30 10:39:28;21;2;lines(17) 
2014.06.30 10:39:30;23;1;lines(15) 
2014.06.30 10:39:30;23;1;drop(1) 
2014.06.30 10:39:31;24;2;lines(15) 
2014.06.30 10:39:34;27;1;lines(16) 
2014.06.30 10:39:34;27;2;lines(14) 
2014.06.30 10:39:36;29;2;lines(13) 
2014.06.30 10:39:37;30;1;lines(15) 
2014.06.30 10:39:39;32;2;lines(15) 
2014.06.30 10:39:40;33;1;lines(14) 
2014.06.30 10:39:41;34;2;lines(13) 
2014.06.30 10:39:42;35;1;lines(13) 
2014.06.30 10:39:44;37;2;lines(15) 
2014.06.30 10:39:45;38;1;lines(13) 
2014.06.30 10:39:46;39;2;lines(11) 
2014.06.30 10:39:48;41;1;lines(12) 
2014.06.30 10:39:48;41;2;lines(13) 
2014.06.30 10:39:48;41;2;drop(1) 
2014.06.30 10:39:50;43;2;lines(13) 
2014.06.30 10:39:51;44;1;lines(14) 
2014.06.30 10:39:52;45;2;lines(12) 
2014.06.30 10:39:53;46;1;lines(14) 
2014.06.30 10:39:54;47;2;lines(12) 
2014.06.30 10:39:56;49;1;lines(12) 
2014.06.30 10:39:56;49;2;lines(12) 
2014.06.30 10:39:58;51;2;lines(12) 
2014.06.30 10:39:58;51;2;drop(1) 
2014.06.30 10:39:58;51;1;lines(11) 
2014.06.30 10:40:00;53;2;lines(11) 
2014.06.30 10:40:02;55;1;lines(15) 
2014.06.30 10:40:02;55;1;drop(1) 
2014.06.30 10:40:03;56;2;lines(12) 
2014.06.30 10:40:04;57;1;lines(13) 
2014.06.30 10:40:04;57;1;drop(1) 
2014.06.30 10:40:05;58;2;lines(10) 
2014.06.30 10:40:05;58;2;drop(1) 
2014.06.30 10:40:06;59;2;lines(13) 
2014.06.30 10:40:06;59;2;drop(2) 
2014.06.30 10:40:06;59;2;send(2) 
2014.06.30 10:40:07;60;1;lines(10) 
2014.06.30 10:40:09;62;1;lines(10) 
2014.06.30 10:40:09;62;2;lines(13) 
2014.06.30 10:40:11;64;1;lines(11) 
2014.06.30 10:40:11;64;1;drop(1) 
2014.06.30 10:40:11;64;2;lines(16) 
2014.06.30 10:40:11;64;2;drop(3) 
2014.06.30 10:40:11;64;2;send(3) 
2014.06.30 10:40:13;66;1;lines(7) 
2014.06.30 10:40:13;66;2;lines(16) 
2014.06.30 10:40:15;68;1;lines(6) 
2014.06.30 10:40:15;68;2;lines(14) 
2014.06.30 10:40:16;69;1;lines(7) 
2014.06.30 10:40:18;71;1;lines(7) 
2014.06.30 10:40:19;72;2;lines(17) 
2014.06.30 10:40:19;72;1;lines(4) 
2014.06.30 10:40:20;73;1;lines(2) 
2014.06.30 10:40:21;74;1;lines(4) 
2014.06.30 10:40:21;74;2;lines(12) 
2014.06.30 10:40:22;75;1;lines(3) 
2014.06.30 10:40:23;76;1;lines(1) 
2014.06.30 10:40:23;76;1;lines(-1) 
2014.06.30 10:40:23;76;1;lines(-3) 
########
2014-06-30 10:39:07
2014-06-30 10:40:23
76
