2014.06.30 10:45:41;0;START
2014.06.30 10:45:44;3;1;lines(17) 
2014.06.30 10:45:45;4;2;lines(18) 
2014.06.30 10:45:45;4;1;lines(16) 
2014.06.30 10:45:47;6;1;lines(17) 
2014.06.30 10:45:48;7;2;lines(16) 
2014.06.30 10:45:48;7;1;lines(17) 
2014.06.30 10:45:50;9;1;lines(16) 
2014.06.30 10:45:50;9;1;drop(1) 
2014.06.30 10:45:51;10;2;lines(18) 
2014.06.30 10:45:53;12;2;lines(17) 
2014.06.30 10:45:53;12;2;drop(1) 
2014.06.30 10:45:53;12;1;lines(14) 
2014.06.30 10:45:55;14;1;lines(18) 
2014.06.30 10:45:56;15;2;lines(15) 
2014.06.30 10:45:56;15;1;lines(16) 
2014.06.30 10:45:56;15;1;drop(1) 
2014.06.30 10:45:58;17;1;lines(16) 
2014.06.30 10:45:59;18;2;lines(17) 
2014.06.30 10:46:00;19;1;lines(16) 
2014.06.30 10:46:02;21;2;lines(18) 
2014.06.30 10:46:03;22;1;lines(16) 
2014.06.30 10:46:05;24;2;lines(15) 
2014.06.30 10:46:05;24;1;lines(15) 
2014.06.30 10:46:07;26;2;lines(16) 
2014.06.30 10:46:07;26;1;lines(15) 
2014.06.30 10:46:09;28;2;lines(14) 
2014.06.30 10:46:10;29;1;lines(15) 
2014.06.30 10:46:12;31;1;lines(13) 
2014.06.30 10:46:12;31;2;lines(14) 
2014.06.30 10:46:14;33;1;lines(13) 
2014.06.30 10:46:15;34;2;lines(14) 
2014.06.30 10:46:17;36;1;lines(14) 
2014.06.30 10:46:18;37;2;lines(14) 
2014.06.30 10:46:19;38;1;lines(11) 
2014.06.30 10:46:21;40;2;lines(13) 
2014.06.30 10:46:22;41;1;lines(11) 
2014.06.30 10:46:23;42;2;lines(14) 
2014.06.30 10:46:23;42;2;drop(1) 
2014.06.30 10:46:24;43;1;lines(12) 
2014.06.30 10:46:25;44;2;lines(13) 
2014.06.30 10:46:25;44;2;drop(1) 
2014.06.30 10:46:26;45;1;lines(9) 
2014.06.30 10:46:28;47;2;lines(14) 
2014.06.30 10:46:28;47;1;lines(14) 
2014.06.30 10:46:28;47;1;drop(1) 
2014.06.30 10:46:30;49;2;lines(12) 
2014.06.30 10:46:31;50;1;lines(12) 
2014.06.30 10:46:33;52;2;lines(14) 
2014.06.30 10:46:33;52;1;lines(10) 
2014.06.30 10:46:36;55;1;lines(13) 
2014.06.30 10:46:36;55;1;drop(1) 
2014.06.30 10:46:36;55;2;lines(14) 
2014.06.30 10:46:38;57;1;lines(13) 
2014.06.30 10:46:38;57;2;lines(11) 
2014.06.30 10:46:40;59;1;lines(11) 
2014.06.30 10:46:40;59;1;drop(1) 
2014.06.30 10:46:40;59;2;lines(12) 
2014.06.30 10:46:43;62;2;lines(12) 
2014.06.30 10:46:43;62;1;lines(13) 
2014.06.30 10:46:43;62;1;drop(1) 
2014.06.30 10:46:45;64;2;lines(10) 
2014.06.30 10:46:45;64;1;lines(11) 
2014.06.30 10:46:46;65;1;lines(11) 
2014.06.30 10:46:48;67;2;lines(13) 
2014.06.30 10:46:48;67;1;lines(11) 
2014.06.30 10:46:50;69;2;lines(9) 
2014.06.30 10:46:50;69;1;lines(12) 
2014.06.30 10:46:50;69;1;drop(1) 
2014.06.30 10:46:51;70;1;lines(10) 
2014.06.30 10:46:52;71;2;lines(11) 
2014.06.30 10:46:54;73;1;lines(10) 
2014.06.30 10:46:54;73;2;lines(8) 
2014.06.30 10:46:56;75;1;lines(10) 
2014.06.30 10:46:56;75;2;lines(10) 
2014.06.30 10:46:58;77;2;lines(7) 
2014.06.30 10:46:58;77;1;lines(11) 
2014.06.30 10:46:59;78;2;lines(6) 
2014.06.30 10:46:59;78;1;lines(9) 
2014.06.30 10:47:01;80;2;lines(6) 
2014.06.30 10:47:01;80;1;lines(10) 
2014.06.30 10:47:01;80;1;drop(1) 
2014.06.30 10:47:03;82;1;lines(8) 
2014.06.30 10:47:03;82;2;lines(8) 
2014.06.30 10:47:04;83;1;lines(10) 
2014.06.30 10:47:05;84;2;lines(8) 
2014.06.30 10:47:06;85;1;lines(8) 
2014.06.30 10:47:06;85;2;lines(6) 
2014.06.30 10:47:07;86;1;lines(8) 
2014.06.30 10:47:08;87;2;lines(5) 
2014.06.30 10:47:09;88;2;lines(4) 
2014.06.30 10:47:09;88;1;lines(8) 
2014.06.30 10:47:09;88;1;drop(1) 
2014.06.30 10:47:10;89;2;lines(5) 
2014.06.30 10:47:11;90;2;lines(3) 
2014.06.30 10:47:11;90;1;lines(9) 
2014.06.30 10:47:12;91;2;lines(3) 
2014.06.30 10:47:13;92;1;lines(8) 
2014.06.30 10:47:13;92;2;lines(2) 
2014.06.30 10:47:14;93;2;lines(1) 
2014.06.30 10:47:14;93;2;lines(0) 
2014.06.30 10:47:15;94;2;lines(0) 
2014.06.30 10:47:15;94;1;lines(8) 
2014.06.30 10:47:15;94;2;lines(-1) 
2014.06.30 10:47:15;94;2;lines(-1) 
2014.06.30 10:47:16;95;2;lines(-2) 
########
2014-06-30 10:45:41
2014-06-30 10:47:16
95
