2014.06.30 10:59:55;0;START
2014.06.30 10:59:57;2;1;lines(18) 
2014.06.30 10:59:58;3;2;lines(18) 
2014.06.30 10:59:59;4;2;lines(18) 
2014.06.30 11:00:00;5;1;lines(18) 
2014.06.30 11:00:01;6;2;lines(18) 
2014.06.30 11:00:02;7;1;lines(17) 
2014.06.30 11:00:04;9;2;lines(15) 
2014.06.30 11:00:05;10;1;lines(17) 
2014.06.30 11:00:06;11;2;lines(16) 
2014.06.30 11:00:06;11;2;drop(1) 
2014.06.30 11:00:07;12;1;lines(15) 
2014.06.30 11:00:09;14;2;lines(16) 
2014.06.30 11:00:09;14;1;lines(15) 
2014.06.30 11:00:11;16;2;lines(15) 
2014.06.30 11:00:12;17;1;lines(15) 
2014.06.30 11:00:12;17;2;lines(16) 
2014.06.30 11:00:12;17;2;drop(1) 
2014.06.30 11:00:14;19;1;lines(15) 
2014.06.30 11:00:14;19;2;lines(16) 
2014.06.30 11:00:15;20;1;lines(16) 
2014.06.30 11:00:15;20;1;drop(2) 
2014.06.30 11:00:15;20;1;send(2) 
2014.06.30 11:00:17;22;2;lines(14) 
2014.06.30 11:00:17;22;2;drop(1) 
2014.06.30 11:00:18;23;1;lines(16) 
2014.06.30 11:00:19;24;2;lines(15) 
2014.06.30 11:00:20;25;1;lines(15) 
2014.06.30 11:00:21;26;2;lines(14) 
2014.06.30 11:00:22;27;1;lines(16) 
2014.06.30 11:00:22;27;1;drop(2) 
2014.06.30 11:00:22;27;1;send(2) 
2014.06.30 11:00:23;28;2;lines(10) 
2014.06.30 11:00:24;29;1;lines(16) 
2014.06.30 11:00:24;29;2;lines(12) 
2014.06.30 11:00:24;29;2;drop(1) 
2014.06.30 11:00:25;30;1;lines(16) 
2014.06.30 11:00:26;31;2;lines(13) 
2014.06.30 11:00:28;33;1;lines(16) 
2014.06.30 11:00:28;33;2;lines(11) 
2014.06.30 11:00:31;36;2;lines(11) 
2014.06.30 11:00:32;37;1;lines(16) 
2014.06.30 11:00:33;38;2;lines(12) 
2014.06.30 11:00:33;38;1;lines(17) 
2014.06.30 11:00:33;38;1;drop(2) 
2014.06.30 11:00:33;38;1;send(2) 
2014.06.30 11:00:35;40;2;lines(9) 
2014.06.30 11:00:35;40;1;lines(17) 
2014.06.30 11:00:36;41;2;lines(7) 
2014.06.30 11:00:37;42;1;lines(16) 
2014.06.30 11:00:38;43;2;lines(7) 
2014.06.30 11:00:40;45;2;lines(7) 
2014.06.30 11:00:41;46;1;lines(17) 
2014.06.30 11:00:41;46;2;lines(5) 
2014.06.30 11:00:42;47;2;lines(6) 
2014.06.30 11:00:43;48;1;lines(15) 
2014.06.30 11:00:44;49;2;lines(4) 
2014.06.30 11:00:45;50;2;lines(3) 
2014.06.30 11:00:46;51;2;lines(4) 
2014.06.30 11:00:46;51;1;lines(12) 
2014.06.30 11:00:47;52;2;lines(5) 
2014.06.30 11:00:48;53;2;lines(0) 
2014.06.30 11:00:49;54;1;lines(15) 
2014.06.30 11:00:49;54;2;lines(3) 
2014.06.30 11:00:49;54;2;lines(-2) 
########
2014-06-30 10:59:55
2014-06-30 11:00:49
54
