2014.06.14 12:00:20;0;START
2014.06.14 12:00:23;3;1;lines(18)
2014.06.14 12:00:24;4;1;lines(18)
2014.06.14 12:00:24;4;2;lines(18)
2014.06.14 12:00:26;6;1;lines(17)
2014.06.14 12:00:27;7;2;lines(18)
2014.06.14 12:00:28;8;1;lines(17)
2014.06.14 12:00:28;8;1;drop(1)
2014.06.14 12:00:30;10;1;lines(17)
2014.06.14 12:00:30;10;2;lines(16)
2014.06.14 12:00:33;13;2;lines(17)
2014.06.14 12:00:33;13;1;lines(17)
2014.06.14 12:00:34;14;1;lines(17)
2014.06.14 12:00:36;16;1;lines(16)
2014.06.14 12:00:36;16;2;lines(16)
2014.06.14 12:00:39;19;1;lines(16)
2014.06.14 12:00:39;19;2;lines(15)
2014.06.14 12:00:40;20;1;lines(14)
2014.06.14 12:00:42;22;2;lines(16)
2014.06.14 12:00:43;23;1;lines(16)
2014.06.14 12:00:45;25;2;lines(16)
2014.06.14 12:00:45;25;2;drop(1)
2014.06.14 12:00:45;25;1;lines(14)
2014.06.14 12:00:47;27;1;lines(14)
2014.06.14 12:00:48;28;2;lines(16)
2014.06.14 12:00:50;30;1;lines(12)
2014.06.14 12:00:51;31;1;lines(13)
2014.06.14 12:00:51;31;2;lines(15)
2014.06.14 12:00:51;31;2;drop(1)
2014.06.14 12:00:54;34;1;lines(12)
2014.06.14 12:00:54;34;2;lines(15)
2014.06.14 12:00:55;35;1;lines(15)
2014.06.14 12:00:55;35;1;drop(3)
2014.06.14 12:00:55;35;1;send(3)
2014.06.14 12:00:57;37;2;lines(10)
2014.06.14 12:00:57;37;1;lines(16)
2014.06.14 12:00:57;37;1;drop(2)
2014.06.14 12:00:57;37;1;send(2)
2014.06.14 12:00:59;39;2;lines(8)
2014.06.14 12:01:00;40;1;lines(17)
2014.06.14 12:01:01;41;2;lines(9)
2014.06.14 12:01:02;42;1;lines(16)
2014.06.14 12:01:02;42;2;lines(7)
2014.06.14 12:01:04;44;2;lines(7)
2014.06.14 12:01:05;45;1;lines(15)
2014.06.14 12:01:05;45;2;lines(6)
2014.06.14 12:01:06;46;1;lines(17)
2014.06.14 12:01:06;46;1;drop(2)
2014.06.14 12:01:06;46;1;send(2)
2014.06.14 12:01:07;47;2;lines(3)
2014.06.14 12:01:07;47;2;lines(1)
2014.06.14 12:01:08;48;2;lines(-1)
2014.06.14 12:01:09;49;2;lines(3)
2014.06.14 12:01:10;50;2;lines(2)
2014.06.14 12:01:10;50;1;lines(18)
2014.06.14 12:01:10;50;2;lines(2)
2014.06.14 12:01:11;51;2;lines(0)
2014.06.14 12:01:11;51;2;lines(-1)
2014.06.14 12:01:12;52;2;lines(0)
2014.06.14 12:01:12;52;1;lines(16)
2014.06.14 12:01:12;52;1;drop(1)
2014.06.14 12:01:12;52;2;lines(-2)
########
2014-06-14 12:00:20
2014-06-14 12:01:12
52
