2014.06.30 10:54:13;0;START
2014.06.30 10:54:15;2;1;lines(17) 
2014.06.30 10:54:17;4;2;lines(17) 
2014.06.30 10:54:19;6;1;lines(18) 
2014.06.30 10:54:20;7;2;lines(16) 
2014.06.30 10:54:21;8;1;lines(17) 
2014.06.30 10:54:23;10;2;lines(17) 
2014.06.30 10:54:24;11;1;lines(17) 
2014.06.30 10:54:25;12;1;lines(15) 
2014.06.30 10:54:27;14;2;lines(18) 
2014.06.30 10:54:28;15;1;lines(16) 
2014.06.30 10:54:28;15;1;drop(1) 
2014.06.30 10:54:29;16;2;lines(17) 
2014.06.30 10:54:31;18;1;lines(17) 
2014.06.30 10:54:31;18;2;lines(16) 
2014.06.30 10:54:31;18;2;drop(1) 
2014.06.30 10:54:33;20;1;lines(16) 
2014.06.30 10:54:33;20;2;lines(17) 
2014.06.30 10:54:33;20;2;drop(1) 
2014.06.30 10:54:35;22;1;lines(16) 
2014.06.30 10:54:37;24;2;lines(16) 
2014.06.30 10:54:38;25;1;lines(15) 
2014.06.30 10:54:40;27;2;lines(17) 
2014.06.30 10:54:40;27;1;lines(14) 
2014.06.30 10:54:42;29;2;lines(17) 
2014.06.30 10:54:43;30;1;lines(14) 
2014.06.30 10:54:44;31;1;lines(16) 
2014.06.30 10:54:44;31;1;drop(3) 
2014.06.30 10:54:44;31;1;send(3) 
2014.06.30 10:54:45;32;2;lines(12) 
2014.06.30 10:54:45;32;2;drop(1) 
2014.06.30 10:54:47;34;1;lines(17) 
2014.06.30 10:54:48;35;2;lines(13) 
2014.06.30 10:54:49;36;1;lines(15) 
2014.06.30 10:54:51;38;2;lines(13) 
2014.06.30 10:54:51;38;1;lines(16) 
2014.06.30 10:54:52;39;1;lines(15) 
2014.06.30 10:54:53;40;2;lines(12) 
2014.06.30 10:54:56;43;1;lines(17) 
2014.06.30 10:54:56;43;1;drop(1) 
2014.06.30 10:54:56;43;2;lines(12) 
2014.06.30 10:54:58;45;1;lines(15) 
2014.06.30 10:54:58;45;2;lines(12) 
2014.06.30 10:55:00;47;1;lines(14) 
2014.06.30 10:55:00;47;2;lines(12) 
2014.06.30 10:55:00;47;2;drop(2) 
2014.06.30 10:55:00;47;2;send(2) 
2014.06.30 10:55:02;49;1;lines(12) 
2014.06.30 10:55:03;50;2;lines(13) 
2014.06.30 10:55:04;51;1;lines(13) 
2014.06.30 10:55:04;51;1;drop(1) 
2014.06.30 10:55:05;52;2;lines(12) 
2014.06.30 10:55:07;54;1;lines(11) 
2014.06.30 10:55:08;55;2;lines(11) 
2014.06.30 10:55:09;56;2;lines(12) 
2014.06.30 10:55:09;56;2;drop(1) 
2014.06.30 10:55:10;57;1;lines(13) 
2014.06.30 10:55:12;59;1;lines(10) 
2014.06.30 10:55:12;59;2;lines(12) 
2014.06.30 10:55:14;61;1;lines(14) 
2014.06.30 10:55:14;61;1;drop(1) 
2014.06.30 10:55:14;61;2;lines(11) 
2014.06.30 10:55:15;62;1;lines(13) 
2014.06.30 10:55:15;62;1;drop(1) 
2014.06.30 10:55:16;63;2;lines(12) 
2014.06.30 10:55:16;63;2;drop(1) 
2014.06.30 10:55:18;65;1;lines(13) 
2014.06.30 10:55:18;65;2;lines(12) 
2014.06.30 10:55:18;65;2;drop(1) 
2014.06.30 10:55:20;67;2;lines(13) 
2014.06.30 10:55:20;67;2;drop(1) 
2014.06.30 10:55:20;67;1;lines(12) 
2014.06.30 10:55:21;68;1;lines(12) 
2014.06.30 10:55:22;69;2;lines(13) 
2014.06.30 10:55:22;69;2;drop(1) 
2014.06.30 10:55:22;69;2;level(3) 
2014.06.30 10:55:23;70;1;lines(11) 
2014.06.30 10:55:24;71;2;lines(15) 
2014.06.30 10:55:24;71;2;drop(1) 
2014.06.30 10:55:25;72;1;lines(10) 
2014.06.30 10:55:26;73;2;lines(13) 
2014.06.30 10:55:27;74;1;lines(10) 
2014.06.30 10:55:29;76;2;lines(16) 
2014.06.30 10:55:30;77;1;lines(11) 
2014.06.30 10:55:30;77;1;drop(1) 
2014.06.30 10:55:31;78;2;lines(14) 
2014.06.30 10:55:32;79;1;lines(10) 
2014.06.30 10:55:33;80;2;lines(12) 
2014.06.30 10:55:33;80;1;lines(11) 
2014.06.30 10:55:35;82;1;lines(9) 
2014.06.30 10:55:35;82;2;lines(14) 
2014.06.30 10:55:37;84;1;lines(8) 
2014.06.30 10:55:37;84;2;lines(14) 
2014.06.30 10:55:39;86;1;lines(9) 
2014.06.30 10:55:39;86;2;lines(12) 
2014.06.30 10:55:40;87;1;lines(8) 
2014.06.30 10:55:41;88;2;lines(12) 
2014.06.30 10:55:42;89;1;lines(7) 
2014.06.30 10:55:43;90;2;lines(10) 
2014.06.30 10:55:44;91;1;lines(7) 
2014.06.30 10:55:45;92;2;lines(10) 
2014.06.30 10:55:45;92;1;lines(6) 
2014.06.30 10:55:47;94;2;lines(10) 
2014.06.30 10:55:47;94;1;lines(5) 
2014.06.30 10:55:48;95;2;lines(8) 
2014.06.30 10:55:48;95;1;lines(6) 
2014.06.30 10:55:50;97;2;lines(9) 
2014.06.30 10:55:50;97;1;lines(6) 
2014.06.30 10:55:51;98;2;lines(7) 
2014.06.30 10:55:51;98;1;lines(5) 
