2014.06.30 10:47:25;0;START
2014.06.30 10:47:28;3;1;lines(18) 
2014.06.30 10:47:29;4;2;lines(18) 
2014.06.30 10:47:31;6;1;lines(18) 
2014.06.30 10:47:33;8;1;lines(18) 
2014.06.30 10:47:33;8;2;lines(18) 
2014.06.30 10:47:34;9;1;lines(16) 
2014.06.30 10:47:36;11;2;lines(18) 
2014.06.30 10:47:37;12;1;lines(17) 
2014.06.30 10:47:39;14;2;lines(16) 
2014.06.30 10:47:39;14;1;lines(16) 
2014.06.30 10:47:41;16;1;lines(15) 
2014.06.30 10:47:41;16;1;drop(1) 
2014.06.30 10:47:42;17;2;lines(17) 
2014.06.30 10:47:42;17;2;drop(1) 
2014.06.30 10:47:42;17;1;lines(16) 
2014.06.30 10:47:45;20;1;lines(15) 
2014.06.30 10:47:45;20;2;lines(17) 
2014.06.30 10:47:46;21;1;lines(16) 
2014.06.30 10:47:48;23;2;lines(16) 
2014.06.30 10:47:48;23;1;lines(16) 
2014.06.30 10:47:48;23;1;drop(2) 
2014.06.30 10:47:48;23;1;send(2) 
2014.06.30 10:47:49;24;1;lines(16) 
2014.06.30 10:47:50;25;2;lines(14) 
2014.06.30 10:47:50;25;2;drop(1) 
2014.06.30 10:47:51;26;1;lines(16) 
2014.06.30 10:47:52;27;2;lines(14) 
2014.06.30 10:47:52;27;2;drop(1) 
2014.06.30 10:47:53;28;1;lines(16) 
2014.06.30 10:47:53;28;1;drop(1) 
2014.06.30 10:47:54;29;2;lines(15) 
2014.06.30 10:47:56;31;1;lines(16) 
2014.06.30 10:47:58;33;2;lines(16) 
2014.06.30 10:47:58;33;1;lines(17) 
2014.06.30 10:47:58;33;1;drop(2) 
2014.06.30 10:47:58;33;1;send(2) 
2014.06.30 10:48:00;35;2;lines(11) 
2014.06.30 10:48:00;35;1;lines(16) 
2014.06.30 10:48:02;37;1;lines(17) 
2014.06.30 10:48:02;37;2;lines(11) 
2014.06.30 10:48:05;40;1;lines(17) 
2014.06.30 10:48:05;40;1;drop(1) 
2014.06.30 10:48:05;40;2;lines(12) 
2014.06.30 10:48:07;42;1;lines(16) 
2014.06.30 10:48:08;43;2;lines(12) 
2014.06.30 10:48:09;44;1;lines(18) 
2014.06.30 10:48:10;45;2;lines(11) 
2014.06.30 10:48:12;47;1;lines(16) 
2014.06.30 10:48:12;47;2;lines(10) 
2014.06.30 10:48:14;49;1;lines(15) 
2014.06.30 10:48:15;50;2;lines(12) 
2014.06.30 10:48:16;51;1;lines(16) 
2014.06.30 10:48:17;52;2;lines(9) 
2014.06.30 10:48:19;54;1;lines(15) 
2014.06.30 10:48:19;54;2;lines(9) 
2014.06.30 10:48:20;55;1;lines(14) 
2014.06.30 10:48:21;56;2;lines(9) 
2014.06.30 10:48:23;58;1;lines(15) 
2014.06.30 10:48:23;58;1;drop(1) 
2014.06.30 10:48:23;58;2;lines(8) 
2014.06.30 10:48:24;59;2;lines(6) 
2014.06.30 10:48:25;60;1;lines(14) 
2014.06.30 10:48:26;61;2;lines(8) 
2014.06.30 10:48:26;61;2;drop(1) 
2014.06.30 10:48:26;61;1;lines(15) 
2014.06.30 10:48:26;61;1;drop(1) 
2014.06.30 10:48:28;63;1;lines(15) 
2014.06.30 10:48:28;63;2;lines(7) 
2014.06.30 10:48:29;64;1;lines(13) 
2014.06.30 10:48:30;65;2;lines(7) 
2014.06.30 10:48:30;65;1;lines(15) 
2014.06.30 10:48:31;66;2;lines(7) 
2014.06.30 10:48:32;67;1;lines(13) 
2014.06.30 10:48:33;68;2;lines(4) 
2014.06.30 10:48:33;68;1;lines(14) 
2014.06.30 10:48:33;68;1;drop(1) 
2014.06.30 10:48:33;68;1;level(3) 
2014.06.30 10:48:34;69;2;lines(6) 
2014.06.30 10:48:35;70;1;lines(15) 
2014.06.30 10:48:36;71;2;lines(6) 
2014.06.30 10:48:37;72;1;lines(14) 
2014.06.30 10:48:37;72;1;drop(1) 
2014.06.30 10:48:37;72;2;lines(5) 
2014.06.30 10:48:39;74;2;lines(5) 
2014.06.30 10:48:39;74;1;lines(14) 
2014.06.30 10:48:40;75;2;lines(3) 
2014.06.30 10:48:40;75;2;lines(2) 
2014.06.30 10:48:41;76;1;lines(13) 
2014.06.30 10:48:41;76;2;lines(2) 
2014.06.30 10:48:42;77;2;lines(-1) 
2014.06.30 10:48:42;77;1;lines(13) 
2014.06.30 10:48:42;77;2;lines(1) 
2014.06.30 10:48:43;78;2;lines(-1) 
2014.06.30 10:48:43;78;2;lines(-3) 
########
2014-06-30 10:47:25
2014-06-30 10:48:43
78
