2014.06.14 12:15:10;0;START
2014.06.14 12:15:12;2;2;lines(18)
2014.06.14 12:15:14;4;1;lines(18)
2014.06.14 12:15:16;6;2;lines(18)
2014.06.14 12:15:18;8;1;lines(18)
2014.06.14 12:15:18;8;2;lines(17)
2014.06.14 12:15:19;9;2;lines(17)
2014.06.14 12:15:19;9;2;drop(1)
2014.06.14 12:15:21;11;1;lines(17)
2014.06.14 12:15:23;13;2;lines(16)
2014.06.14 12:15:25;15;1;lines(17)
2014.06.14 12:15:25;15;1;drop(1)
2014.06.14 12:15:25;15;2;lines(16)
2014.06.14 12:15:27;17;2;lines(17)
2014.06.14 12:15:28;18;1;lines(17)
2014.06.14 12:15:29;19;2;lines(17)
2014.06.14 12:15:30;20;2;lines(16)
2014.06.14 12:15:31;21;1;lines(16)
2014.06.14 12:15:32;22;2;lines(16)
2014.06.14 12:15:34;24;2;lines(14)
2014.06.14 12:15:34;24;2;drop(1)
2014.06.14 12:15:35;25;1;lines(17)
2014.06.14 12:15:37;27;2;lines(16)
2014.06.14 12:15:38;28;1;lines(16)
2014.06.14 12:15:39;29;2;lines(14)
2014.06.14 12:15:41;31;1;lines(14)
2014.06.14 12:15:42;32;2;lines(14)
2014.06.14 12:15:43;33;2;lines(14)
2014.06.14 12:15:44;34;1;lines(16)
2014.06.14 12:15:46;36;2;lines(14)
2014.06.14 12:15:47;37;1;lines(14)
2014.06.14 12:15:47;37;2;lines(13)
2014.06.14 12:15:49;39;2;lines(14)
2014.06.14 12:15:49;39;2;drop(2)
2014.06.14 12:15:49;39;2;send(2)
2014.06.14 12:15:50;40;1;lines(11)
2014.06.14 12:15:51;41;2;lines(14)
2014.06.14 12:15:52;42;1;lines(11)
2014.06.14 12:15:53;43;2;lines(12)
2014.06.14 12:15:55;45;1;lines(12)
2014.06.14 12:15:55;45;2;lines(14)
2014.06.14 12:15:57;47;2;lines(12)
2014.06.14 12:15:57;47;1;lines(11)
2014.06.14 12:15:59;49;2;lines(14)
2014.06.14 12:15:59;49;2;drop(1)
2014.06.14 12:15:59;49;1;lines(10)
2014.06.14 12:16:01;51;1;lines(8)
2014.06.14 12:16:01;51;2;lines(13)
2014.06.14 12:16:03;53;2;lines(15)
2014.06.14 12:16:03;53;2;drop(1)
2014.06.14 12:16:03;53;1;lines(9)
2014.06.14 12:16:04;54;2;lines(14)
2014.06.14 12:16:04;54;2;drop(1)
2014.06.14 12:16:05;55;1;lines(7)
2014.06.14 12:16:06;56;2;lines(15)
2014.06.14 12:16:06;56;2;drop(1)
2014.06.14 12:16:08;58;2;lines(16)
2014.06.14 12:16:08;58;2;drop(2)
2014.06.14 12:16:08;58;2;level(3)
2014.06.14 12:16:08;58;2;send(2)
2014.06.14 12:16:08;58;1;lines(9)
2014.06.14 12:16:08;58;1;drop(1)
2014.06.14 12:16:09;59;1;lines(7)
2014.06.14 12:16:10;60;2;lines(16)
2014.06.14 12:16:11;61;1;lines(8)
2014.06.14 12:16:11;61;1;drop(1)
2014.06.14 12:16:12;62;2;lines(17)
2014.06.14 12:16:13;63;1;lines(7)
2014.06.14 12:16:14;64;2;lines(15)
2014.06.14 12:16:15;65;1;lines(6)
2014.06.14 12:16:16;66;2;lines(15)
2014.06.14 12:16:16;66;1;lines(5)
2014.06.14 12:16:17;67;1;lines(2)
2014.06.14 12:16:17;67;2;lines(14)
2014.06.14 12:16:18;68;1;lines(5)
2014.06.14 12:16:19;69;2;lines(14)
2014.06.14 12:16:19;69;1;lines(3)
2014.06.14 12:16:20;70;1;lines(1)
2014.06.14 12:16:21;71;1;lines(3)
2014.06.14 12:16:21;71;2;lines(12)
2014.06.14 12:16:22;72;1;lines(2)
2014.06.14 12:16:22;72;1;lines(0)
2014.06.14 12:16:22;72;1;lines(-2)
2014.06.14 12:16:22;72;1;lines(-3)
########
2014-06-14 12:15:10
2014-06-14 12:16:22
72
