2014.06.13 12:33:39;0;START
2014.06.13 12:33:41;2;2;lines(18) 
2014.06.13 12:33:42;3;2;lines(17) 
2014.06.13 12:33:43;4;1;lines(18) 
2014.06.13 12:33:44;5;2;lines(18) 
2014.06.13 12:33:46;7;1;lines(15) 
2014.06.13 12:33:46;7;2;lines(16) 
2014.06.13 12:33:48;9;2;lines(16) 
2014.06.13 12:33:49;10;2;lines(16) 
2014.06.13 12:33:50;11;1;lines(17) 
2014.06.13 12:33:52;13;2;lines(15) 
2014.06.13 12:33:52;13;1;lines(14) 
2014.06.13 12:33:55;16;2;lines(14) 
2014.06.13 12:33:56;17;1;lines(17) 
2014.06.13 12:33:56;17;2;lines(17) 
2014.06.13 12:33:56;17;2;drop(2) 
2014.06.13 12:33:56;17;2;send(2) 
2014.06.13 12:33:58;19;2;lines(15) 
2014.06.13 12:33:58;19;1;lines(12) 
2014.06.13 12:34:01;22;2;lines(16) 
2014.06.13 12:34:02;23;1;lines(16) 
2014.06.13 12:34:03;24;2;lines(17) 
2014.06.13 12:34:03;24;2;drop(1) 
2014.06.13 12:34:05;26;2;lines(16) 
2014.06.13 12:34:05;26;1;lines(14) 
2014.06.13 12:34:06;27;2;lines(16) 
2014.06.13 12:34:06;27;2;drop(1) 
2014.06.13 12:34:08;29;1;lines(15) 
2014.06.13 12:34:08;29;1;drop(1) 
2014.06.13 12:34:08;29;2;lines(16) 
2014.06.13 12:34:11;32;2;lines(16) 
2014.06.13 12:34:11;32;1;lines(14) 
2014.06.13 12:34:11;32;1;drop(1) 
2014.06.13 12:34:12;33;2;lines(16) 
2014.06.13 12:34:12;33;2;drop(1) 
2014.06.13 12:34:14;35;1;lines(14) 
2014.06.13 12:34:14;35;2;lines(15) 
2014.06.13 12:34:16;37;2;lines(17) 
2014.06.13 12:34:16;37;2;drop(1) 
2014.06.13 12:34:16;37;1;lines(13) 
2014.06.13 12:34:18;39;2;lines(16) 
2014.06.13 12:34:19;40;2;lines(16) 
2014.06.13 12:34:19;40;2;drop(1) 
2014.06.13 12:34:19;40;1;lines(14) 
2014.06.13 12:34:22;43;1;lines(12) 
2014.06.13 12:34:22;43;1;drop(1) 
2014.06.13 12:34:22;43;2;lines(16) 
2014.06.13 12:34:24;45;2;lines(17) 
2014.06.13 12:34:24;45;2;drop(1) 
2014.06.13 12:34:25;46;1;lines(12) 
2014.06.13 12:34:25;46;2;lines(17) 
2014.06.13 12:34:27;48;2;lines(17) 
2014.06.13 12:34:27;48;2;drop(1) 
2014.06.13 12:34:28;49;1;lines(14) 
2014.06.13 12:34:28;49;1;drop(1) 
2014.06.13 12:34:29;50;2;lines(16) 
2014.06.13 12:34:30;51;1;lines(12) 
2014.06.13 12:34:30;51;2;lines(16) 
2014.06.13 12:34:30;51;2;drop(1) 
2014.06.13 12:34:30;51;2;level(3) 
2014.06.13 12:34:32;53;2;lines(18) 
2014.06.13 12:34:33;54;1;lines(13) 
2014.06.13 12:34:35;56;2;lines(17) 
2014.06.13 12:34:35;56;1;lines(11) 
2014.06.13 12:34:37;58;2;lines(16) 
2014.06.13 12:34:38;59;1;lines(13) 
2014.06.13 12:34:38;59;1;drop(1) 
2014.06.13 12:34:39;60;2;lines(15) 
2014.06.13 12:34:40;61;2;lines(17) 
2014.06.13 12:34:40;61;2;drop(1) 
2014.06.13 12:34:41;62;1;lines(14) 
2014.06.13 12:34:41;62;1;drop(1) 
2014.06.13 12:34:42;63;2;lines(14) 
2014.06.13 12:34:44;65;1;lines(14) 
2014.06.13 12:34:45;66;2;lines(17) 
2014.06.13 12:34:45;66;2;drop(1) 
2014.06.13 12:34:46;67;2;lines(16) 
2014.06.13 12:34:47;68;1;lines(13) 
2014.06.13 12:34:47;68;1;drop(1) 
2014.06.13 12:34:48;69;2;lines(15) 
2014.06.13 12:34:49;70;2;lines(16) 
2014.06.13 12:34:49;70;2;drop(1) 
2014.06.13 12:34:50;71;1;lines(13) 
2014.06.13 12:34:51;72;2;lines(14) 
2014.06.13 12:34:52;73;1;lines(14) 
2014.06.13 12:34:52;73;1;drop(1) 
2014.06.13 12:34:53;74;2;lines(16) 
2014.06.13 12:34:55;76;1;lines(13) 
2014.06.13 12:34:55;76;2;lines(13) 
2014.06.13 12:34:58;79;2;lines(13) 
2014.06.13 12:34:58;79;1;lines(13) 
2014.06.13 12:34:59;80;2;lines(15) 
2014.06.13 12:35:01;82;1;lines(12) 
2014.06.13 12:35:02;83;2;lines(14) 
2014.06.13 12:35:03;84;1;lines(13) 
2014.06.13 12:35:04;85;2;lines(13) 
2014.06.13 12:35:06;87;2;lines(12) 
2014.06.13 12:35:06;87;2;drop(1) 
2014.06.13 12:35:06;87;1;lines(11) 
2014.06.13 12:35:08;89;2;lines(12) 
2014.06.13 12:35:08;89;1;lines(12) 
2014.06.13 12:35:10;91;2;lines(12) 
2014.06.13 12:35:11;92;1;lines(10) 
2014.06.13 12:35:12;93;2;lines(13) 
2014.06.13 12:35:13;94;1;lines(11) 
2014.06.13 12:35:14;95;2;lines(11) 
2014.06.13 12:35:15;96;1;lines(7) 
2014.06.13 12:35:15;96;2;lines(10) 
2014.06.13 12:35:17;98;2;lines(12) 
2014.06.13 12:35:17;98;1;lines(9) 
2014.06.13 12:35:18;99;2;lines(11) 
2014.06.13 12:35:19;100;1;lines(9) 
2014.06.13 12:35:20;101;2;lines(8) 
2014.06.13 12:35:21;102;1;lines(8) 
2014.06.13 12:35:21;102;2;lines(7) 
2014.06.13 12:35:22;103;1;lines(7) 
2014.06.13 12:35:23;104;2;lines(10) 
2014.06.13 12:35:24;105;1;lines(7) 
2014.06.13 12:35:24;105;2;lines(7) 
2014.06.13 12:35:25;106;1;lines(5) 
2014.06.13 12:35:26;107;2;lines(8) 
2014.06.13 12:35:27;108;1;lines(5) 
2014.06.13 12:35:27;108;2;lines(6) 
2014.06.13 12:35:28;109;1;lines(5) 
2014.06.13 12:35:28;109;2;lines(6) 
2014.06.13 12:35:29;110;1;lines(3) 
2014.06.13 12:35:29;110;2;lines(5) 
2014.06.13 12:35:30;111;1;lines(2) 
2014.06.13 12:35:30;111;2;lines(4) 
2014.06.13 12:35:31;112;1;lines(1) 
2014.06.13 12:35:31;112;2;lines(4) 
2014.06.13 12:35:32;113;2;lines(3) 
2014.06.13 12:35:32;113;1;lines(4) 
2014.06.13 12:35:32;113;1;lines(0) 
2014.06.13 12:35:32;113;2;lines(1) 
2014.06.13 12:35:33;114;2;lines(-1) 
2014.06.13 12:35:33;114;2;lines(-2) 
########
2014-06-13 12:33:39
2014-06-13 12:35:33
114
