Czas,A: BVP1,B: BVP2,C: EMG1,D: EMG2,E: Skin Cond,F: Temp1,G: Abd Resp,H: Thor Resp,I: Temp2,SC-Pro/Flex - 1J,p1_result
2.0,-1.9051382904153276,0.4247739607818868,-0.1327541557903856,1.330129571438422,-0.9317401187019886,1.3424618867715366,-0.32286652670450583,-0.9386862381593698,0.35791662045590117,1.2553326236250046,0
2.00390625,-1.9604049120597116,0.41020226391969006,-0.11011490011638105,1.094697850912833,-0.9317401187019886,1.3424618867715366,-0.32183669042041796,-0.9388507262086668,0.35791662045590117,1.2553326236250046,0
2.0078125,-2.0007769831900073,0.3922678677816051,-0.1441468134844007,0.9156109533577416,-0.9317401187019886,1.3424618867715366,-0.32065973466717507,-0.9391797023072609,0.35825416878746763,1.2553326236250046,0
2.01171875,-2.028214313084383,0.3726521220055622,-0.18197627941709218,0.8990276475061975,-0.9317401187019886,1.3424618867715366,-0.3194827789139322,-0.939344190356558,0.35825416878746763,1.2553326236250046,0
2.015625,-2.042324939887202,0.3502341268329491,-0.20841308765576844,0.8592661303872442,-0.9317401187019886,1.3424618867715366,-0.3184529426298443,-0.9396731664551519,0.35825416878746763,1.2553326236250046,0
2.01953125,-2.0454606347322746,0.32725568178101794,-0.22732782062211418,0.7100163777233482,-0.9317401187019886,1.3424618867715366,-0.3172759868766014,-0.940002142553746,0.35825416878746763,1.2553326236250046,0
2.0234375,-2.0372294357639618,0.30315633697045874,-0.26135973399013385,0.5210051079404985,-0.9317401187019886,1.3424618867715366,-0.31609903112335846,-0.9403311186523396,0.35825416878746763,1.2553326236250046,0
2.02734375,-2.019591152260434,0.27793609240127143,-0.287869572085823,0.3718193834845229,-0.9317401187019886,1.3424618867715366,-0.3149220753701151,-0.9406600947509339,0.35825416878746763,1.2553326236250046,0
2.03125,-1.9925457842216945,0.2532762977113942,-0.31430638032449926,0.26566061475147257,-0.9317401187019886,1.3424618867715366,-0.3138922390860277,-0.9409890708495282,0.35825416878746763,1.2553326236250046,0
2.03515625,-1.957661179070275,0.22805605314220298,-0.3408162184201884,0.26566061475147257,-0.9317401187019886,1.3424618867715366,-0.3127152833327843,-0.9413180469481218,0.35825416878746763,1.2553326236250046,0
2.0390625,-1.9149373368061755,0.20339625845232973,-0.3786456843528799,0.21591069719684058,-0.9317401187019886,1.3424618867715366,-0.3115383275795414,-0.941647023046716,0.35825416878746763,1.2553326236250046,0
2.04296875,-1.8651581811406648,0.17873646376245253,-0.4050824925915561,0.21264525859286845,-0.9317401187019886,1.3424618867715366,-0.31036137182629847,-0.9419759991453099,0.35825416878746763,1.2553326236250046,0
2.046875,-1.808323712073746,0.1546371189518973,-0.4201996729932302,0.388402689336067,-0.9317401187019886,1.3424618867715366,-0.30933153554221066,-0.9423049752439039,0.35825416878746763,1.2553326236250046,0
2.05078125,-1.7444339296054134,0.13165867389996616,-0.4467095110889193,0.723270216762999,-0.9317401187019886,1.3424618867715366,-0.3081545797889677,-0.942633951342498,0.35825416878746763,1.2553326236250046,0
2.0546875,-1.6742727574469383,0.10868022884803502,-0.465624244055265,0.753107361654194,-0.9317401187019886,1.3424618867715366,-0.3071247435048804,-0.942962927441092,0.35825416878746763,1.2553326236250046,0
2.05859375,-1.5978401955983212,0.08682268355473992,-0.4618266914905933,0.6138460094259767,-0.9317401187019886,1.3424618867715366,-0.3059477877516375,-0.943291903539686,0.35825416878746763,1.254691513250368,0
2.0625,-1.5143523203482956,0.06552558814075488,-0.4543046162182627,0.4845090294255173,-0.9317401187019886,1.3424618867715366,-0.30477083199839405,-0.9436208796382799,0.35825416878746763,1.254691513250368,0
2.06640625,-1.4245930554081252,0.0442284927267738,-0.4580291389259215,0.44474751230656406,-0.9317401187019886,1.3424618867715366,-0.30374099571430674,-0.9439498557368741,0.35825416878746763,1.254691513250368,0
2.0703125,-1.3289543626334426,0.022931397312788752,-0.46942179661993677,0.45800135134621517,-0.9317401187019886,1.3424618867715366,-0.30271115943021887,-0.944278831835468,0.3585917171190329,1.2553326236250046,0
2.07421875,-1.2274362420242535,0.0016343018988076812,-0.49585860485861294,0.806186746020719,-0.9317401187019886,1.3424618867715366,-0.301534203676976,-0.944607807934062,0.3585917171190329,1.254691513250368,0
2.078125,-1.120822617291824,-0.020223243394491403,-0.49585860485861294,1.1776143801705532,-0.9317401187019886,1.3424618867715366,-0.3005043673928881,-0.9449367840326562,0.3585917171190329,1.254691513250368,0
