E03_R02_S01.txt;2014.06.11 10:26:00
E03_R02_S02.txt;2014.06.11 10:33:10
E03_R02_S03.txt;2014.06.11 10:39:40
E03_R02_S04.txt;2014.06.11 10:46:20
E03_R02_S05.txt;2014.06.11 10:56:30
E03_R02_S06.txt;2014.06.11 11:02:40

E03_R03_S01.txt;2014.06.11 11:21:05
E03_R03_S02.txt;2014.06.11 11:28:05
E03_R03_S03.txt;2014.06.11 11:37:00
E03_R03_S04.txt;2014.06.11 11:43:15
E03_R03_S05.txt;2014.06.11 11:52:45
E03_R03_S06.txt;2014.06.11 12:00:20

E03_R04_S01.txt;2014.06.12 13:35:00
E03_R04_S02.txt;2014.06.12 13:41:45
E03_R04_S03.txt;2014.06.12 13:47:25
E03_R04_S04.txt;2014.06.12 13:55:05
E03_R04_S05.txt;2014.06.12 14:00:30
E03_R04_S06.txt;2014.06.12 14:07:00

E03_R05_S01.txt;2014.06.13 12:17:15
E03_R05_S02.txt;2014.06.13 12:25:20
E03_R05_S03.txt;2014.06.13 12:32:20
E03_R05_S04.txt;2014.06.13 12:39:45
E03_R05_S05.txt;2014.06.13 12:44:55
E03_R05_S06.txt;2014.06.13 12:52:45

E03_R06_S01.txt;2014.06.14 11:52:10
E03_R06_S02.txt;2014.06.14 11:59:05
E03_R06_S03.txt;2014.06.14 12:05:40
E03_R06_S04.txt;2014.06.14 12:13:25
E03_R06_S05.txt;2014.06.14 12:20:15
E03_R06_S06.txt;2014.06.14 12:33:30

E03_R07_S01.txt;2014.06.16 11:16:30
E03_R07_S02.txt;2014.06.16 11:22:35
E03_R07_S03.txt;2014.06.16 11:31:10
E03_R07_S04.txt;2014.06.16 11:37:10
E03_R07_S05.txt;2014.06.16 11:41:55
E03_R07_S06.txt;2014.06.16 11:47:45

E03_R08_S01.txt;2014.06.30 10:23:50
E03_R08_S02.txt;2014.06.30 10:31:35
E03_R08_S03.txt;2014.06.30 10:39:05
E03_R08_S04.txt;2014.06.30 10:45:40
E03_R08_S05.txt;2014.06.30 10:51:05
E03_R08_S06.txt;2014.06.30 10:58:30

E03_R09_S01.txt;2014.07.01 12:42:35
E03_R09_S02.txt;2014.07.01 12:48:50
E03_R09_S03.txt;2014.07.01 12:55:25
E03_R09_S04.txt;2014.07.01 12:59:45
E03_R09_S05.txt;2014.07.01 13:04:45
E03_R09_S06.txt;2014.07.01 13:09:20
